ID,CogSet_ID,Form_ID,Cognate_Comment,Phonemic,Phonetic,Orthographic,Source
TURTLE26_1,TURTLE26,,,,,<tarekaja>,
TURTLE26_2,TURTLE26,,,/taɾikaya/,,,
TURTLE26_3,TURTLE26,,,,,,
TURTLE26_4,TURTLE26,,,,,<tarekaja'a>,
VULTURE1_1,VULTURE1,,,/uru/,,,
VULTURE1_2,VULTURE1,,,,,<yryvu>,{Guasch1962:755}
VULTURE1_3,VULTURE1,,,,,<uruvu>,
VULTURE1_4,VULTURE1,,,/uruhũti/,,,
VULTURE1_5,VULTURE1,,,/u'ɾuβu/,,,
VULTURE1_6,VULTURE1,,,,,<urubu>,
VULTURE1_7,VULTURE1,,,,,<urúwu>,{9}
VULTURE1_8,VULTURE1,,,/uɾupu/,,,
VULTURE1_9,VULTURE1,,,,,<uɾupu>,{2}
VULTURE1_10,VULTURE1,,,,,<urubu>,
VULTURE1_11,VULTURE1,,,,,<hyrywo>,
VULTURE1_12,VULTURE1,,,,,<orówoa>,
VULTURE1_13,VULTURE1,,,,,<orowo>,{2}
VULTURE1_14,VULTURE1,,,,,<orowo>,
VULTURE1_15,VULTURE1,,,,,<uʁuwu>,
VULTURE1_16,VULTURE1,,,/i.ri.wu/,,,
VULTURE1_17,VULTURE1,,,,,<uruvu>,
VULTURE1_18,VULTURE1,,,,,<uruwua>,
VULTURE1_19,VULTURE1,,,,,<uruwu>,{2}
VULTURE1_20,VULTURE1,,,,[uɾu'βusiŋ],,
VULTURE1_21,VULTURE1,,,/uɾuwusíŋ/,,,
VULTURE1_22,VULTURE1,,,,,<huruvu>,
VULTURE1_23,VULTURE1,,,,,<yrywu>,
VULTURE1_24,VULTURE1,,,/uluwuwili/,,,
VULTURE1_25,VULTURE1,,,/uluwupɨ/,,,
VULTURE1_26,VULTURE1,,,/uluwupiyũ/,,,
VULTURE1_27,VULTURE1,,,/uluwu =uluwusĩ/,,,
VULTURE1_28,VULTURE1,,,/uɾuwu/,,,{11}
VULTURE1_29,VULTURE1,,,/uɾuˈhu/,,,
VULTURE1_30,VULTURE1,,,,[ɨʐɨwu],,
VULTURE1_31,VULTURE1,,,,,<iɾiwu>,{5}
VULTURE1_32,VULTURE1,,,,,<uʐuwu>,{4}
VULTURE1_33,VULTURE1,,,,[uruwu],,
VULTURE3X_1,VULTURE3X,,,,[ɲa'pini],,
VULTURE4_1,VULTURE4,,,,,<apitaw>,
VULTURE4_2,VULTURE4,,,,,<pitaw>,
VULTURE6_1,VULTURE6,,,,,<xapirẽ>,
VULTURE7_1,VULTURE7,,,/u'rake-'wasu/,,,
VULTURE8_1,VULTURE8,,,/briku/,,,
VULTURE8_2,VULTURE8,,,/bɾiku/,[bɾi.'ku],,{4}
VULTURE9_1,VULTURE9,,,/woɾo/,,,{11}
VULTURE10_1,VULTURE10,,,,,<etút>,{2:152}
VULTURE11_1,VULTURE11,,,,[ˈpɔφoaj],,
TERMITE1_1,TERMITE1,,,,,<kupi'i>,
TERMITE1_2,TERMITE1,,,,,<kupi'i raity>,
TERMITE1_3,TERMITE1,,,,,<kupi'i>,{3}
TERMITE1_4,TERMITE1,,,,,<cupíi>,{2}
TERMITE1_5,TERMITE1,,,,,<kupɨ́ʔɨ>,{9}
TERMITE1_6,TERMITE1,,,/kupia/,,,
TERMITE1_7,TERMITE1,,,,,<kupia>,
TERMITE1_8,TERMITE1,,,,,<cupií>,
TERMITE1_9,TERMITE1,,,,,<kopi'í>,{3}
TERMITE1_10,TERMITE1,,,,,<kopi'á>,{3}
TERMITE1_11,TERMITE1,,,,,<kupi>,
TERMITE1_12,TERMITE1,,,,,<kupi'i>,
TERMITE1_13,TERMITE1,,,,,<kupi'i>,
TERMITE1_14,TERMITE1,,,,,<kupɨʔɨ>,
TERMITE1_15,TERMITE1,,,,,<kopi>,
TERMITE1_16,TERMITE1,,,,,<kupi'a>,
TERMITE1_17,TERMITE1,,,,,<kupi'i>,
TERMITE1_18,TERMITE1,,,,,<kupi'i>,
TERMITE1_19,TERMITE1,,,/kupĩʔĩ/,,,
TERMITE1_20,TERMITE1,,,/kupĩʔĩãtã/,,,
TERMITE1_21,TERMITE1,,,/kupiʔi/,,,{11}
TERMITE1_22,TERMITE1,,,/pitʃug/,,,{11}
TERMITE1_23,TERMITE1,,,,,<kupiˈi>,{6}
TERMITE1_24,TERMITE1,,,,[kupi-ʔa],,
TERMITE1_25,TERMITE1,,,,[ŋupi-ʔa],,
TERMITE1_26,TERMITE1,,,/nupiʔa/,,,{4}
TERMITE2_1,TERMITE2,,,,,<gúrigui>,
TERMITE2_2,TERMITE2,,,,,<kuwikúwi>,{9}
TERMITE3_1,TERMITE3,,,,,<ahaM>,{2}
TERMITE4X_1,TERMITE4X,,,,,<ĭwĭra-ku'i>,
TERMITE4X_2,TERMITE4X,,,,,<wĭra-ku'i>,
TERMITE5X_1,TERMITE5X,,,/yawa2/,,,
FROG1_1,FROG1,,,/ǰɨʔɨ1/,,,
FROG1_2,FROG1,,,,,<ju'i>,
FROG1_3,FROG1,,,,[dʸuʔi ŋʷe],,{4}
FROG1_4,FROG1,,,,,<ju'i>,
FROG1_5,FROG1,,,,['nʤuj 'hũmʔaj],,
FROG1_6,FROG1,,,,[dʒúʔi],,
FROG1_7,FROG1,,,,[zuʔi],,
FROG1_8,FROG1,,,,,<yu-i>,{2}
FROG1_9,FROG1,,,,,<nyuɨ1>,
FROG1_10,FROG1,,,,,<yui1>,{2}
FROG1_11,FROG1,,,,,<džuwit>,{2:152}
FROG1_12,FROG1,,,,,<ʝúʔɨ>,{9}
FROG1_13,FROG1,,,,,<karaða-ðúʔɨ>,{9}
FROG1_14,FROG1,,,,,<juí>,
FROG1_15,FROG1,,,,,<juiponga>,
FROG1_16,FROG1,,,,,<xo'i>,
FROG1_17,FROG1,,,,,<so'í>,{3}
FROG1_18,FROG1,,,,,<eso'í>,{3}
FROG1_19,FROG1,,,,,<xo'i>,
FROG1_20,FROG1,,,,,<ʒuj>,
FROG1_21,FROG1,,,,,<zu'i>,
FROG1_22,FROG1,,,,,<zu'i>,
FROG1_23,FROG1,,,/juʔĩ/,[ɲo'ʔĩ],,
FROG1_24,FROG1,,,,,<ju'i>,
FROG1_25,FROG1,,,/yuʔi/,,,
FROG1_26,FROG1,,,,,<ju'i>,{6}
FROG2_1,FROG2,,,,,<kururu>,
FROG2_2,FROG2,,,,,<kururu>,
FROG2_3,FROG2,,,,[kuɾúɾu],,
FROG2_4,FROG2,,,/ku'ɾuɾu/,,,
FROG2_5,FROG2,,,,,<cururu>,{2}
FROG2_6,FROG2,,,,,<kurúru>,{9}
FROG2_7,FROG2,,,/kuɾuɾu/,,,
FROG2_8,FROG2,,,,,<kururu>,{7}
FROG2_9,FROG2,,,,,<cururu>,
FROG2_10,FROG2,,,,,<kororo>,
FROG2_11,FROG2,,,,,<kururu>,
FROG2_12,FROG2,,,,,<kururu>,
FROG2_13,FROG2,,,,,<kururu>,
FROG2_14,FROG2,,,,,<kururu>,{2}
FROG2_15,FROG2,,,,[kuɾu'ɾu],,
FROG2_16,FROG2,,,/kururú/,,,
FROG2_17,FROG2,,,,,<kururu>,
FROG2_18,FROG2,,,,,<kururu>,
FROG2_19,FROG2,,,/kululu/,,,
FROG2_20,FROG2,,,/kuɾuˈɾu/,,,{1}
FROG2_21,FROG2,,,,,<kɨrɨrú>,{3}
FROG2_22,FROG2,,,,,<kururuhú>,{2}
FROG2_23,FROG2,,,,,<kuzuzu>,{8}
FROG3_1,FROG3,,,/pɨtẽte/,,,
FROG4_1,FROG4,,,,,<aru>,{2}
FROG4_2,FROG4,,,,,<aru>,
FROG4_3,FROG4,,,,,<áru>,{9}
FROG4_4,FROG4,,,,,<aru>,{7}
FROG4_5,FROG4,,,,,<aru>,
FROG4_6,FROG4,,,,,<arutsam>,
FROG4_7,FROG4,,,/alu/,,,
FROG5_1,FROG5,,,,,<yutára>,
FROG5_2,FROG5,,,,,<yutara>,{2}
FROG5_3,FROG5,,,/kɨtɔ/,,,
FROG5_4,FROG5,,,/kɨto/,,,{11}
FROG5_5,FROG5,,,,,<kɨto>,
FROG6_1,FROG6,,,,,<pulelu>,
FROG7_1,FROG7,,,,,<wa'asa>,{2}
FROG8X_1,FROG8X,,,,['hũm 'hũm],,
FROG9X_1,FROG9X,,,,,<nguerequei>,
FROG10X_1,FROG10X,,,,,<iãquiãtõ>,{2}
FROG11X_1,FROG11X,,,,,<yuwe>,{7}
FROG11X_2,FROG11X,,,,,<sowé>,{3}
FROG11X_3,FROG11X,,,,,<ju'euhu>,
FROG11X_4,FROG11X,,,/yuwɛ/,,,
FROG11X_5,FROG11X,,,,,<iwé>,{3}
FROG11X_6,FROG11X,,,,,<juwi>,{8}
FROG12X_1,FROG12X,,,,,<kunawaru>,{7}
FROG12X_2,FROG12X,,,/kunawalu/,,,
FROG12X_3,FROG12X,,,/kanawaˈru/,,,
FROG13X_1,FROG13X,,,,,<wenaru>,{7}
FROG14X_1,FROG14X,,,,,<tataca>,
FROG15X_1,FROG15X,,,,,<guararyey>,
FROG16X_1,FROG16X,,,,,<korerewit>,{3}
FROG17X_1,FROG17X,,,,,<matérêwa>,
FROG18X_1,FROG18X,,,,,<mãngwa>,
FROG19X_1,FROG19X,,,,,<džabo>,
FROG20X_1,FROG20X,,,,,<kotokotoguhu>,
FROG23X_1,FROG23X,,,,,<purugweuhu>,
FROG26X_1,FROG26X,,,/mɨtũyuʔi/,,,
FROG27X_1,FROG27X,,,/mulu/,,,
FROG28X_1,FROG28X,,,/aɨ3/,,,
FROG29X_1,FROG29X,,,/ɨpalaɔ/,,,
FROG30X_1,FROG30X,,,/kwala/,,,
FROG31X_1,FROG31X,,,/kwataka/,,,
FROG32X_1,FROG32X,,,/malaykɔkɔ/,,,
FROG33X_1,FROG33X,,,/mulutukupilɛ/,,,
FROG34X_1,FROG34X,,,/pilikɔlɔ/,,,
FROG34X_2,FROG34X,,,/piɾikoɾo/,,,{11}
FROG34X_3,FROG34X,,,,,<pilikolo>,{3}
FROG35X_1,FROG35X,,,/tɛwitɛwi/,,,
FROG36X_1,FROG36X,,,/tɔ̃/,,,
FROG37X_1,FROG37X,,,/pakapaka/,,,
DEER1_1,DEER1,,,/ɨsɨwasu/,,,
DEER1_2,DEER1,,,,,<ɨtsɨwatsu>,{2}
DEER1_3,DEER1,,,,,<s(ug)uassu>,
DEER1_4,DEER1,,,,,<yuhu>,
DEER1_5,DEER1,,,,,<yhupytag̃>,
DEER1_6,DEER1,,,,,<yhuku-a>,{11}
DEER1_7,DEER1,,,/ɨuhu/,,,{11}
DEER1_8,DEER1,,,,,<tɨzɨwatu>,{5}
DEER1_9,DEER1,,,,[ɨtɨ-wapat],,
DEER1_10,DEER1,,,,[ɨtɨ],,
DEER1_11,DEER1,,,/ɨtɨ:/,,,{4}
DEER2_1,DEER2,,,/waču/,,,
DEER2_2,DEER2,,,/bwaʧu/,[bwa.'ʧu],,{4}
DEER2_3,DEER2,,,/waʧu/,[waʧu],,{4}
DEER2_4,DEER2,,,,,<guasu>,
DEER2_5,DEER2,,,,,<guasutĩ>,
DEER2_6,DEER2,,,,,<guasu puku>,
DEER2_7,DEER2,,,,,<guaxu>,
DEER2_8,DEER2,,,,,<gʷa'tsu>,
DEER2_9,DEER2,,,,[wasuwásu],,
DEER2_10,DEER2,,,/gwasu/,,,
DEER2_11,DEER2,,,,,<watʃu>,
DEER3_1,DEER3,,,/ɨsɨwasu/,,,
DEER3_2,DEER3,,,,,<ɨtsɨwatsu>,{2}
DEER3_3,DEER3,,,,,<s(yg)uassu>,
DEER3_4,DEER3,,,,,<s(ug)uassu>,
DEER3_5,DEER3,,,,,<yuhu>,
DEER3_6,DEER3,,,,,<yhuku-a>,{11}
DEER3_7,DEER3,,,/ɨuhu/,,,{11}
DEER3_8,DEER3,,,,,<tɨzɨwatu>,{5}
DEER3_9,DEER3,,,,[ɨtɨ-wapat],,
DEER3.25_1,DEER3.25,,,,,<tuguazu>,{2}
DEER3.25_2,DEER3.25,,,,,<tuwáhu>,{9}
DEER3.5_1,DEER3.5,,,,['hɨvaj],,
DEER4_1,DEER4,,,,,<quiicuã>,
DEER4_2,DEER4,,,,[kʲikʷã],,{2}
DEER4_3,DEER4,,,,,<quiicuã ndusu>,{1}
DEER4_4,DEER4,,,,,<jikanduzu>,{4}
DEER4.5_1,DEER4.5,,,,,<quiicuã ndusu>,{1}
DEER4.5_2,DEER4.5,,,,[kʲɨkʷãn͡dúsu],,{2}
DEER4.5_3,DEER4.5,,,,,<jikanduzu>,{4}
DEER4.75_1,DEER4.75,,,,,<kian-assu>,{2: 154}
DEER4.75_2,DEER4.75,,,,,<kian-essou>,{3: 191}
DEER4.75_3,DEER4.75,,,,,<džanássu>,{2:151}
DEER5_1,DEER5,,,,,<kigõ>,
DEER6_1,DEER6,,,,,<dirõguia>,{2}
DEER7_1,DEER7,,,,,<oopoko>,{2}
DEER8_1,DEER8,,,,,<rapuha>,
DEER8_2,DEER8,,,,,<arapuha>,{2}
DEER8_3,DEER8,,,,,<arapuhá>,
DEER8_4,DEER8,,,/aɾapuhã/,,,
DEER8_5,DEER8,,,,,<arapuha>,
DEER8_6,DEER8,,,,,<arafu'a>,
DEER8_7,DEER8,,,/aɾapuˈha/,,,
DEER8_8,DEER8,,,,,<arapahá>,{2}
DEER9_1,DEER9,,,,,<marosé>,{3}
DEER9_2,DEER9,,,,,<maroxe>,
DEER10_1,DEER10,,,,,<miceN>,{2}
DEER11_1,DEER11,,,,,<karupam>,{2}
DEER11_2,DEER11,,,/karupam/,,,
DEER12X_1,DEER12X,,,,[haj'kə̃ xexe'aj],,
DEER13X_1,DEER13X,,,,,<yhu'ndi>,
DEER13X_2,DEER13X,,,,,<panikamu'ndi>,
DEER14X_1,DEER14X,,,/kaɾidʒaku/,,,{11}
DEER15X_1,DEER15X,,,/maˈha2/,,,
DEER16X_1,DEER16X,,,,,<kway'ým>,{3}
SPIDER1_1,SPIDER1,,,/nadu/,,,
SPIDER1_2,SPIDER1,,,/ʤãdu/,[ʤã.'ndu],,{4}
SPIDER1_3,SPIDER1,,,,,<ñandu>,
SPIDER1_4,SPIDER1,,,,,<ɲãnu>,
SPIDER1_5,SPIDER1,,,,,<nhandu>,
SPIDER1_6,SPIDER1,,,,['ɲə̃dʊ],,
SPIDER1_7,SPIDER1,,,,[ɲandúti; ɲandɨ́ti],,
SPIDER1_8,SPIDER1,,,/yaⁿduti/,,,
SPIDER1_9,SPIDER1,,,/'jandu/,,,
SPIDER1_10,SPIDER1,,,,,<ñunusɨ>,
SPIDER1_11,SPIDER1,,,,,<ðə́nu>,{9}
SPIDER1_12,SPIDER1,,,/yanu/,,,
SPIDER1_13,SPIDER1,,,,,<yanu>,{6}
SPIDER1_14,SPIDER1,,,,,<nhanduĩ>,
SPIDER1_15,SPIDER1,,,,,<xano>,
SPIDER1_16,SPIDER1,,,,,<sánoa>,
SPIDER1_17,SPIDER1,,,,,<sanó>,{3}
SPIDER1_18,SPIDER1,,,,,<xano>,
SPIDER1_19,SPIDER1,,,,,<janu>,
SPIDER1_20,SPIDER1,,,,,<zanu>,
SPIDER1_21,SPIDER1,,,,,<zanu>,
SPIDER1_22,SPIDER1,,,,[ɲʲãˈnʊ],,
SPIDER1_23,SPIDER1,,,,[dʒã'ndu],,
SPIDER1_24,SPIDER1,,,,,<janũ>,{2}
SPIDER1_25,SPIDER1,,,,[jã'ndu],,
SPIDER1_26,SPIDER1,,,,[jã'du],,
SPIDER1_27,SPIDER1,,,/ɲãnú/,,,
SPIDER1_28,SPIDER1,,,/jãnú/,,,
SPIDER1_29,SPIDER1,,,,,<nhandu>,
SPIDER1_30,SPIDER1,,,,,<januhã>,
SPIDER1_31,SPIDER1,,,/yanu/,,,
SPIDER1_32,SPIDER1,,,/zadɨ/,,,{11}
SPIDER1_33,SPIDER1,,,/jaˈnu/,,,
SPIDER1_34,SPIDER1,,,/yanũ/,,,{3}
SPIDER2_1,SPIDER2,,,,,<yúchichi>,
SPIDER3_1,SPIDER3,,,,,<itã>,{5}
SPIDER4_1,SPIDER4,,,/kiã/,,,{4}
SPIDER5X_1,SPIDER5X,,,/soʔoi/,,,{4}
WASP1_1,WASP1,,,/kwaʤu/,[kwa.'ʤu],,{4}
WASP1_2,WASP1,,,,,<káva>,
WASP1_3,WASP1,,,,,<kavy>,
WASP1_4,WASP1,,,,['kæwax],,
WASP1_5,WASP1,,,/kawẽe/,,,
WASP1_6,WASP1,,,,,<cau>,{2}
WASP1_7,WASP1,,Palatalization of /k/ and loss of final consonant; intervocalic voicing on latter -- ZJO,,,<quia>,
WASP1_8,WASP1,,Palatalization of /k/ and loss of final consonant; intervocalic voicing on latter -- ZJO,,,<amaguia>,
WASP1_9,WASP1,,,,,<quiaa>,{2}
WASP1_10,WASP1,,,,,<quiaarabuya>,{2}
WASP1_11,WASP1,,"We believe both forms here are members of this cognate set, the second form did not reduce to <kau> due to the right edge of the form being protected by the second element of the compound 'botfly', which had a final nasal vowel, triggering nasalization and subsequent vowel lowering of /a/, followed by denasalization -- LDM",,,<káu>,{9}
WASP1_12,WASP1,,"We believe both forms here are members of this cognate set, the second form did not reduce to <kau> due to the right edge of the form being protected by the second element of the compound 'botfly', which had a final nasal vowel, triggering nasalization and subsequent vowel lowering of /a/, followed by denasalization -- LDM",,,<kəwə-r-úrə>,
WASP1_13,WASP1,,"We believe both forms here are members of this cognate set, the second form did not reduce to <kau> due to the right edge of the form being protected by the second element of the compound 'botfly', which had a final nasal vowel, triggering nasalization and subsequent vowel lowering of /a/, followed by denasalization -- LDM",,,<eɨrə́-kau>,
WASP1_14,WASP1,,,/kawa1/,,,
WASP1_15,WASP1,,,,,<kawa1>,{2}
WASP1_16,WASP1,,,,,<caba2>,
WASP1_17,WASP1,,,,,<kam>,{2: 22}
WASP1_18,WASP1,,,,,<káp2>,{3}
WASP1_19,WASP1,,,,,<kaw>,
WASP1_20,WASP1,,,,,<kaw>,
WASP1_21,WASP1,,,,,<kaw>,
WASP1_22,WASP1,,,/kap/,,,
WASP1_23,WASP1,,,/kaa/,,,
WASP1_24,WASP1,,,,,<ka1>,
WASP1_25,WASP1,,,/kaʔeiɾ/,,,
WASP1_26,WASP1,,,/ka2/,,,
WASP1_27,WASP1,,,,[kap],,
WASP1_28,WASP1,,,,[ŋap],,
WASP1_29,WASP1,,,,,<ŋa:p->,
WASP1_30,WASP1,,,/ŋap/,,,{4}
WASP2X_1,WASP2X,,,/tawi'tʃodʒa/,,,
WASP3_1,WASP3,,,,[mbasetú],,
WASP4_1,WASP4,,,/kuẽʔẽ/,,,
WASP4_2,WASP4,,,/kɨwe.'ʔẽ/,[kɨwe.'ʔẽ],,{4}
BEE1_1,BEE1,,,,,<eíra rúa>,
BEE1_2,BEE1,,,,,<eiru>,
BEE1_3,BEE1,,,,[ej'ɾʊ],,
BEE1_4,BEE1,,,/eituu/,,,
BEE1_5,BEE1,,,,,<eiru>,{2}
BEE1_6,BEE1,,,,,<erubusosãmboa>,
BEE1_7,BEE1,,,,,<eruatã>,
BEE1_8,BEE1,,,,,<eruchĩbe>,{2}
BEE1_9,BEE1,,,,,<eɨrə́-r-u>,{9}
BEE1_10,BEE1,,,,,<eiruba>,
BEE1_11,BEE1,,,,,<eiróp>,{3}
BEE1_12,BEE1,,,,,<êir-(u)wêr>,
BEE1_13,BEE1,,,,,<hàiru>,
BEE1_14,BEE1,,,,[he'ɾowa],,
BEE1_15,BEE1,,,,[ehi'ɾʊwa],,
BEE1_16,BEE1,,,/ehirúwa/,,,
BEE1_17,BEE1,,,/ɛilu/,,,
BEE1.5_1,BEE1.5,,,,,<tiré>,{2:152}
BEE2_1,BEE2,,,/kawi/,,,
BEE2_2,BEE2,,,/mapa mɪɾu/,,,
BEE2_3,BEE2,,,/mapa kawi/,,,
BEE2_4,BEE2,,,,,<mapa kawɪ>,
BEE3_1,BEE3,,,,,<iraondu>,
BEE4_1,BEE4,,,,[adʒuruˈɛ],,
BEE5 _1,BEE5 ,,,/alamã/,,,
BEE5 _2,BEE5 ,,,/aɾamã/,,,{11}
BEE6 _1,BEE6 ,,,/kaʔeiɾ/,,,{11}
BEE7X_1,BEE7X,,,,[amə'kɨdʒʊ],,
BEE8X_1,BEE8X,,,,[ĩpɔb̬ iataj],,
BEE9X_1,BEE9X,,,,[nĩkə̃ŋɡʷi],,
BEE10X_1,BEE10X,,,,[tãnãhenotú],,
BEE11X_1,BEE11X,,,/ma'nɡanɡa/,,,
BEE11X_2,BEE11X,,,,,<manánai>,{9}
BEE11X_3,BEE11X,,,,,<mangangá>,{2}
BEE11X_4,BEE11X,,,,,<mamanga'i>,
BEE11X_5,BEE11X,,,/mãngãngã/,,,
BEE12X_1,BEE12X,,,,,<eretõru>,{2}
BEE13X_1,BEE13X,,,,,<yitĩ1>,{2}
BEE14X_1,BEE14X,,,,,<-u'vi>,
BEE14X_2,BEE14X,,,,,<juparaju'vi>,
BEE15X_1,BEE15X,,,,,<iwáhu>,{9}
BEE15X_2,BEE15X,,,,,<yvambug>,
BEE16X_1,BEE16X,,,,,<íwei>,{9}
BEE27X_1,BEE27X,,,,,<kameawa>,
BEE28X_1,BEE28X,,,,,<ipawa>,{1:1:76}
BEE29X_1,BEE29X,,,,,<-eapykwarunuhũ̃>,
BEE37X_1,BEE37X,,,/mãmãwɨ/,,,
BEE38_1,BEE38,,,/awiʔa/,,,{4}
BEE39X_1,BEE39X,,,,,<etiohóa>,{3}
BEE40X_1,BEE40X,,,,,<karótohón>,{3}
BEE41_1,BEE41,,,/kʤa.ʧɨ/,[kʤa.'ʧɨ],,{4}
LOUSE1_1,LOUSE1,,,/kɨ/,,,
LOUSE1_2,LOUSE1,,,/kɨwo/,,,
LOUSE1_3,LOUSE1,,,/kɨ/,[kɨ.'ʔɨ],,{4}
LOUSE1_4,LOUSE1,,,/kɨgwata/,[kɨ.gwa.'ta],,
LOUSE1_5,LOUSE1,,,,,<ky>,
LOUSE1_6,LOUSE1,,,,,<ky>,
LOUSE1_7,LOUSE1,,,,,<jagua ky>,
LOUSE1_8,LOUSE1,,,,,<'kɨβɨ>,
LOUSE1_9,LOUSE1,,,/kɨ/,[kɨx],,{2}
LOUSE1_10,LOUSE1,,,/kɨɨ/,,,
LOUSE1_11,LOUSE1,,,/'ikɨ/,,,
LOUSE1_12,LOUSE1,,,,,<quì>,{2}
LOUSE1_13,LOUSE1,,,,,<qui>,
LOUSE1_14,LOUSE1,,,,,<nyacuaqui>,
LOUSE1_15,LOUSE1,,,,,<nyacuachɨ>,
LOUSE1_16,LOUSE1,,,,,<ki>,
LOUSE1_17,LOUSE1,,,,,<equii>,{2}
LOUSE1_18,LOUSE1,,,,,<-ki>,{9}
LOUSE1_19,LOUSE1,,,/kɨwa/,,,
LOUSE1_20,LOUSE1,,,,,<kɨwa>,{7}
LOUSE1_21,LOUSE1,,,,,<quyba>,
LOUSE1_22,LOUSE1,,,,,<kyp>,{2}
LOUSE1_23,LOUSE1,,,,,<kýp>,{3}
LOUSE1_24,LOUSE1,,,,,<kyw>,
LOUSE1_25,LOUSE1,,,,,<-kɨw>,
LOUSE1_26,LOUSE1,,,,,<kĭw>,
LOUSE1_27,LOUSE1,,,,,<kyw>,
LOUSE1_28,LOUSE1,,,,,<kyva>,
LOUSE1_29,LOUSE1,,,,,<kywa>,
LOUSE1_30,LOUSE1,,,,,<kyp>,{2}
LOUSE1_31,LOUSE1,,,,,<-kyv>,
LOUSE1_32,LOUSE1,,,/kɨp/,,,
LOUSE1_33,LOUSE1,,,/kɨɨ/,,,
LOUSE1_34,LOUSE1,,,,,<kɨ>,
LOUSE1_35,LOUSE1,,,/kɨtu/,,,{11}
LOUSE1_36,LOUSE1,,,/kɨ/,,,
LOUSE1_37,LOUSE1,,,,,<-ký>,{2}
LOUSE1_38,LOUSE1,,,,[ʔa-kɨp],,
LOUSE1_39,LOUSE1,,,,[ŋɨp],,
LOUSE2_1,LOUSE2,,,,,<-awitʃi>,
LOUSE3_1,LOUSE3,,,,,<-uvuhu>,
LOUSE4_1,LOUSE4,,,,,<-poti'ngi>,
LOUSE5_1,LOUSE5,,,,,<indút>,{2:152}
LOUSE6X_1,LOUSE6X,,,,,<-ayrenupug>,
MOSQUITO1_1,MOSQUITO1,,,,,<ñati'ũ>,
MOSQUITO1_2,MOSQUITO1,,,,,<nhaxi'ũ>,
MOSQUITO1_3,MOSQUITO1,,,,,<nhate'ũ>,{4}
MOSQUITO1_4,MOSQUITO1,,,,[ɲa'tʃeʊ],,
MOSQUITO1_5,MOSQUITO1,,,,[ɲantĩʔũ; ɲantĩũ],,
MOSQUITO1_6,MOSQUITO1,,,/ɲatĩu/,,,
MOSQUITO1_7,MOSQUITO1,,,/ɲa'tʃiʔũ/,,,
MOSQUITO1_8,MOSQUITO1,,,,,<nyɨshɨõ>,
MOSQUITO1_9,MOSQUITO1,,,,,<yicho>,
MOSQUITO1_10,MOSQUITO1,,,,,<ðətsɨ́ʔu>,{9}
MOSQUITO1_11,MOSQUITO1,,,/yatiú/,,,
MOSQUITO1_12,MOSQUITO1,,,,,<yatiu>,
MOSQUITO1_13,MOSQUITO1,,,,,<nhatiũ>,{2}
MOSQUITO1_14,MOSQUITO1,,,,,<sasí'oa>,
MOSQUITO1_15,MOSQUITO1,,,,,<caciʔo>,{2}
MOSQUITO1_16,MOSQUITO1,,,,,<sati'ó>,{3}
MOSQUITO1_17,MOSQUITO1,,,,,<tiu>,
MOSQUITO1_18,MOSQUITO1,,,,,<zàxi'u>,
MOSQUITO1_19,MOSQUITO1,,,,,<jatsi'ũ>,
MOSQUITO1_20,MOSQUITO1,,,/yasiʔɔ̃/,,,
MOSQUITO1_21,MOSQUITO1,,,/nãsĩʔõ/,,,{11}
MOSQUITO1_22,MOSQUITO1,,,,[taʐɨʔũ],,
MOSQUITO1_23,MOSQUITO1,,,,[watiʔũ],,
MOSQUITO1_24,MOSQUITO1,,,/wãtiʔũ/,,,{4}
MOSQUITO2_1,MOSQUITO2,,,/čĩko/,,,
MOSQUITO3_1,MOSQUITO3,,,,,<nišá>,{2:152}
GNAT1_1,GNAT1,,,,,<ñetĩ>,
GNAT1_2,GNAT1,,,,,<nhexĩ>,
GNAT1_3,GNAT1,,,,,<tezachĩ>,{2}
GNAT1_4,GNAT1,,,,,<echĩĩrubĩ>,
GNAT1_5,GNAT1,,,,,<nhetinga>,
GNAT1_6,GNAT1,,,,,<nhetingaruru>,
GNAT1_7,GNAT1,,,,,<nhiti'ngi>,
GNAT1_8,GNAT1,,,,,<nhitig̃aruru>,
GNAT2_1,GNAT2,,,,,<nyusaréɨ>,
GNAT3_1,GNAT3,,,/kaɾapaˈnã/,,,
GNAT3_2,GNAT3,,,/karapanã/,,,{4}
GNAT4_1,GNAT4,,,/upiʔu/,,,{4}
FLY1_1,FLY1,,,/beru/,,,
FLY1_2,FLY1,,,/beɾu/,[be.'ɾu],,
FLY1_3,FLY1,,,/beɾu/,[be.'ɾu],,
FLY1_4,FLY1,,,,,<mberu>,
FLY1_5,FLY1,,,,,<meɾu>,
FLY1_6,FLY1,,,,,<mberu>,
FLY1_7,FLY1,,,/'meɾu/,,,
FLY1_8,FLY1,,,,[mbéɾu],,
FLY1_9,FLY1,,,/ᵐberu/,,,
FLY1_10,FLY1,,,/'mbeɾu/,,,
FLY1_11,FLY1,,,,,<mberu>,
FLY1_12,FLY1,,,,,<beru>,
FLY1_13,FLY1,,,,,<beru>,{2}
FLY1_14,FLY1,,,/mɪɾu/,,,
FLY1_15,FLY1,,,,,<meru>,{7}
FLY1_16,FLY1,,,,,<mberu>,
FLY1_17,FLY1,,,,,<mberuãia>,
FLY1_18,FLY1,,,,,<mberuoby>,
